candidate_id,library,source_object,category,motion_types,joint_count,body_count
objaverse_2a3a9eaccf634f4887648cb36864dee9,objaverse_v1,2a3a9eaccf634f4887648cb36864dee9,Cart,dynamic_rigid,0,1
objaverse_2a3aba2c1ef041168fab0c595e2e5882,objaverse_v1,2a3aba2c1ef041168fab0c595e2e5882,Shield,dynamic_rigid,0,1
objaverse_2a49fdcd95be44daa87a6b8bb4ed9f5b,objaverse_v1,2a49fdcd95be44daa87a6b8bb4ed9f5b,Chair,dynamic_rigid,0,1
objaverse_2a4c53a53721412da328ae6d9e4917a3,objaverse_v1,2a4c53a53721412da328ae6d9e4917a3,MusicStool,dynamic_rigid,0,1
objaverse_2a52287cc64c49749ac03bda533d7132,objaverse_v1,2a52287cc64c49749ac03bda533d7132,Table,dynamic_rigid,0,1
objaverse_2a533e3f8f7f4c34bd4b414793d3f019,objaverse_v1,2a533e3f8f7f4c34bd4b414793d3f019,Bottle,dynamic_rigid,0,1
objaverse_2a542407ee1e4c9d94d466777082c89a,objaverse_v1,2a542407ee1e4c9d94d466777082c89a,StorageFurniture,dynamic_rigid,0,1
objaverse_2a5c5d81f1f54b6692bd04560f34ff11,objaverse_v1,2a5c5d81f1f54b6692bd04560f34ff11,CoffeeMachine,dynamic_rigid,0,1
objaverse_2a655e41e9544ca395bd53c3d42a164a,objaverse_v1,2a655e41e9544ca395bd53c3d42a164a,VendingMachine,dynamic_rigid,0,1
objaverse_2a77a1c27b604f038138e16116091ae7,objaverse_v1,2a77a1c27b604f038138e16116091ae7,Lamp,dynamic_rigid,0,1
objaverse_2a79482cf73f453381dc73a3908046ad,objaverse_v1,2a79482cf73f453381dc73a3908046ad,TrophyCup,dynamic_rigid,0,1
objaverse_2a7c5be3beef4dc0bde1d3382fd09f57,objaverse_v1,2a7c5be3beef4dc0bde1d3382fd09f57,PaperbackBook,dynamic_rigid,0,1
objaverse_2a7ccd62d0db4b138a0d56d579e2ca22,objaverse_v1,2a7ccd62d0db4b138a0d56d579e2ca22,PipeBowl,dynamic_rigid,0,1
objaverse_2a7dbf5f9a1e45c299bc8dea451f9039,objaverse_v1,2a7dbf5f9a1e45c299bc8dea451f9039,WateringCan,dynamic_rigid,0,1
objaverse_2a8632e9355948ad97c129f957c2ad09,objaverse_v1,2a8632e9355948ad97c129f957c2ad09,Mug,dynamic_rigid,0,1
objaverse_2a8c2ca28f044793941c0fd5ce4b2f25,objaverse_v1,2a8c2ca28f044793941c0fd5ce4b2f25,Clock,dynamic_rigid,0,1
objaverse_2a972cfd726847618d7fb47d470ca4a4,objaverse_v1,2a972cfd726847618d7fb47d470ca4a4,Cup,dynamic_rigid,0,1
objaverse_2aa14447ba0449988255ca240d25109c,objaverse_v1,2aa14447ba0449988255ca240d25109c,Watch,dynamic_rigid,0,1
objaverse_2aa3eda5dc9c4dda81905e0e451901fe,objaverse_v1,2aa3eda5dc9c4dda81905e0e451901fe,Bucket,dynamic_rigid,0,1
objaverse_2aa66d1949df46098409dae62300496c,objaverse_v1,2aa66d1949df46098409dae62300496c,StorageFurniture,dynamic_rigid,0,1
objaverse_2aa8947b216b4da294abe28ab1dfecc9,objaverse_v1,2aa8947b216b4da294abe28ab1dfecc9,Bench,dynamic_rigid,0,1
objaverse_2aaf15a6bd6142aeadd3897bc30e39b4,objaverse_v1,2aaf15a6bd6142aeadd3897bc30e39b4,Keyboard,dynamic_rigid,0,1
objaverse_2ab68590731040d7ad3f618469cb5f95,objaverse_v1,2ab68590731040d7ad3f618469cb5f95,Fan,dynamic_rigid,0,1
objaverse_2ab889b770564166ae4f92d653cce107,objaverse_v1,2ab889b770564166ae4f92d653cce107,TrophyCup,dynamic_rigid,0,1
objaverse_2ace311a7fbb46ad84dee4b12575fc09,objaverse_v1,2ace311a7fbb46ad84dee4b12575fc09,Lamp,dynamic_rigid,0,1
objaverse_2ace352d9dfb41549f265eb69a537622,objaverse_v1,2ace352d9dfb41549f265eb69a537622,FireExtinguisher,dynamic_rigid,0,1
objaverse_2ad0b6946a8844258e526cdda23822ec,objaverse_v1,2ad0b6946a8844258e526cdda23822ec,Lamp,dynamic_rigid,0,1
objaverse_2ad357476ea14818a64e2876d33b7c0d,objaverse_v1,2ad357476ea14818a64e2876d33b7c0d,Tray,dynamic_rigid,0,1
objaverse_2adb29a6a0804da9bb617b9b86fdf54a,objaverse_v1,2adb29a6a0804da9bb617b9b86fdf54a,CandleHolder,dynamic_rigid,0,1
objaverse_2adc430b322c4130bdaadc4f9c92886c,objaverse_v1,2adc430b322c4130bdaadc4f9c92886c,Chair,dynamic_rigid,0,1
objaverse_2ae4411201664650bdd0baa34007315d,objaverse_v1,2ae4411201664650bdd0baa34007315d,Keyboard,dynamic_rigid,0,1
objaverse_2ae4d0417bf94008afd360a43074291e,objaverse_v1,2ae4d0417bf94008afd360a43074291e,Microphone,dynamic_rigid,0,1
objaverse_2aebe096ac63446585aac5b48e665ab0,objaverse_v1,2aebe096ac63446585aac5b48e665ab0,StreetSign,dynamic_rigid,0,1
objaverse_2af28aa2f6e0449d80e7e2ddc6e70999,objaverse_v1,2af28aa2f6e0449d80e7e2ddc6e70999,Crate,dynamic_rigid,0,1
objaverse_2b07765da4be4fae8862e71efc77ef3a,objaverse_v1,2b07765da4be4fae8862e71efc77ef3a,Aquarium,dynamic_rigid,0,1
objaverse_2b1120c4b517409184413ed709c57a66,objaverse_v1,2b1120c4b517409184413ed709c57a66,Scissors,dynamic_rigid,0,1
objaverse_2b116c282f054383917cceeac221993e,objaverse_v1,2b116c282f054383917cceeac221993e,Bottle,dynamic_rigid,0,1
objaverse_2b2b1ff0d61847b6970a7ea38f9ace69,objaverse_v1,2b2b1ff0d61847b6970a7ea38f9ace69,Magazine,dynamic_rigid,0,1
objaverse_2b2fa3b8357741c6a40758958222713b,objaverse_v1,2b2fa3b8357741c6a40758958222713b,FireAlarm,dynamic_rigid,0,1
objaverse_2b30f9b848754e7bb55093f3fd0e6dcc,objaverse_v1,2b30f9b848754e7bb55093f3fd0e6dcc,WaterFaucet,dynamic_rigid,0,1
objaverse_2b38725953174b31abe1d1fd95f6dc9c,objaverse_v1,2b38725953174b31abe1d1fd95f6dc9c,Pottery,dynamic_rigid,0,1
objaverse_2b3e80b25a434b15b31cd5078b7f059a,objaverse_v1,2b3e80b25a434b15b31cd5078b7f059a,Mug,dynamic_rigid,0,1
objaverse_2b49217b330e478ab0c7b794ce395e65,objaverse_v1,2b49217b330e478ab0c7b794ce395e65,Knife,dynamic_rigid,0,1
objaverse_2b585eaa5ffb4117a58a29f52bf6a966,objaverse_v1,2b585eaa5ffb4117a58a29f52bf6a966,Chair,dynamic_rigid,0,1
objaverse_2b70993763034bef8587d3730c7ca8ff,objaverse_v1,2b70993763034bef8587d3730c7ca8ff,Mouse,dynamic_rigid,0,1
objaverse_2b72a24dbf594086b02d168ea9280b89,objaverse_v1,2b72a24dbf594086b02d168ea9280b89,Key,dynamic_rigid,0,1
objaverse_2b787d1a02174d0bbca9eac34eb3a486,objaverse_v1,2b787d1a02174d0bbca9eac34eb3a486,Crate,dynamic_rigid,0,1
objaverse_2b7d5c96159c42589dd970d81e877668,objaverse_v1,2b7d5c96159c42589dd970d81e877668,Toilet,dynamic_rigid,0,1
objaverse_2b80440f980049c6b89be1428073545f,objaverse_v1,2b80440f980049c6b89be1428073545f,Bottle,dynamic_rigid,0,1
objaverse_2b808687faa541dcb5a1987cea250c73,objaverse_v1,2b808687faa541dcb5a1987cea250c73,StorageFurniture,dynamic_rigid,0,1
objaverse_2b82c7206188491bba8306650782f6fe,objaverse_v1,2b82c7206188491bba8306650782f6fe,Drill,dynamic_rigid,0,1
objaverse_2b83e4197ceb4998be15be0ea8871f5a,objaverse_v1,2b83e4197ceb4998be15be0ea8871f5a,Coin,dynamic_rigid,0,1
objaverse_2b8b51acc3964cf4baee36aae0989550,objaverse_v1,2b8b51acc3964cf4baee36aae0989550,Key,dynamic_rigid,0,1
objaverse_2b937fe2eb4341e5a6f6961568821804,objaverse_v1,2b937fe2eb4341e5a6f6961568821804,Subwoofer,dynamic_rigid,0,1
objaverse_2b9bb9af2afc4650a24539d5fe9ce48c,objaverse_v1,2b9bb9af2afc4650a24539d5fe9ce48c,Fireplace,dynamic_rigid,0,1
objaverse_2ba45650e964418e852d9556b49b7608,objaverse_v1,2ba45650e964418e852d9556b49b7608,Shield,dynamic_rigid,0,1
objaverse_2ba5faad749b4d8a89572611e6788cb9,objaverse_v1,2ba5faad749b4d8a89572611e6788cb9,Pen,dynamic_rigid,0,1
objaverse_2ba6d1808d904733b9cd5a19dc9a2404,objaverse_v1,2ba6d1808d904733b9cd5a19dc9a2404,Signboard,dynamic_rigid,0,1
objaverse_2bb8e23a826c43bc96bd522aa0fefee9,objaverse_v1,2bb8e23a826c43bc96bd522aa0fefee9,Bucket,dynamic_rigid,0,1
objaverse_2bbfa4c7c546480fa1f7855aabaa10ad,objaverse_v1,2bbfa4c7c546480fa1f7855aabaa10ad,Table,dynamic_rigid,0,1
objaverse_2bc46c45cb61498e9ff1dba26060452f,objaverse_v1,2bc46c45cb61498e9ff1dba26060452f,Teapot,dynamic_rigid,0,1
objaverse_2bd168a944884e69ae1c0bb13489cef2,objaverse_v1,2bd168a944884e69ae1c0bb13489cef2,Figurine,dynamic_rigid,0,1
objaverse_2bd3fcc82c9f43cfb0c8cf26c7d0107c,objaverse_v1,2bd3fcc82c9f43cfb0c8cf26c7d0107c,Bed,dynamic_rigid,0,1
objaverse_2bd6b3c75bd7460896c0accb02300b93,objaverse_v1,2bd6b3c75bd7460896c0accb02300b93,DixieCup,dynamic_rigid,0,1
objaverse_2bd9c2ede05c48998741671e936aa9ce,objaverse_v1,2bd9c2ede05c48998741671e936aa9ce,PennyCoin,dynamic_rigid,0,1
objaverse_2bf4905d458c426199be919209943ee8,objaverse_v1,2bf4905d458c426199be919209943ee8,Wheel,dynamic_rigid,0,1
objaverse_2c142ecbb3ae4996b4989d1184c9a832,objaverse_v1,2c142ecbb3ae4996b4989d1184c9a832,DrumMusicalInstrument,dynamic_rigid,0,1
objaverse_2c19dba8f9c444f58a7b87d1e48ca4bf,objaverse_v1,2c19dba8f9c444f58a7b87d1e48ca4bf,TrophyCup,dynamic_rigid,0,1
objaverse_2c1a483e1489415f9dc10df173d367a9,objaverse_v1,2c1a483e1489415f9dc10df173d367a9,Pen,dynamic_rigid,0,1
objaverse_2c1c0b2a69f14c3c98b32d2119ca7653,objaverse_v1,2c1c0b2a69f14c3c98b32d2119ca7653,Headset,dynamic_rigid,0,1
objaverse_2c1f8ffd2fc240eeb495d4e4f1274792,objaverse_v1,2c1f8ffd2fc240eeb495d4e4f1274792,Hourglass,dynamic_rigid,0,1
objaverse_2c23a943c53048a3a7991d68ed3cf069,objaverse_v1,2c23a943c53048a3a7991d68ed3cf069,Bed,dynamic_rigid,0,1
objaverse_2c2b2d988c7f43708de7eacf110f4a9d,objaverse_v1,2c2b2d988c7f43708de7eacf110f4a9d,Hammer,dynamic_rigid,0,1
objaverse_2c2ee6ce1deb42c2adc2e422d779b7e9,objaverse_v1,2c2ee6ce1deb42c2adc2e422d779b7e9,FryingPan,dynamic_rigid,0,1
objaverse_2c315bcfa3a6491bad19d3b22d83c89c,objaverse_v1,2c315bcfa3a6491bad19d3b22d83c89c,Cylinder,dynamic_rigid,0,1
objaverse_2c31c17e27b6493bb9819363a7526d9e,objaverse_v1,2c31c17e27b6493bb9819363a7526d9e,MusicStool,dynamic_rigid,0,1
objaverse_2c32127e0a354be9b588bbeb8f9ac644,objaverse_v1,2c32127e0a354be9b588bbeb8f9ac644,Chair,dynamic_rigid,0,1
objaverse_2c3e474dd455402a8ed3d72b24192da7,objaverse_v1,2c3e474dd455402a8ed3d72b24192da7,Cube,dynamic_rigid,0,1
objaverse_2c3f8190cb374f6cbc8aafdbc4eb56e1,objaverse_v1,2c3f8190cb374f6cbc8aafdbc4eb56e1,TrashCan,dynamic_rigid,0,1
objaverse_2c4611686c75483b995526c583481030,objaverse_v1,2c4611686c75483b995526c583481030,Clock,dynamic_rigid,0,1
objaverse_2c46e958b57f4c8eaf1e9f283549a332,objaverse_v1,2c46e958b57f4c8eaf1e9f283549a332,Wallet,dynamic_rigid,0,1
objaverse_2c4dec67e0344109a285f3a4cb17f9aa,objaverse_v1,2c4dec67e0344109a285f3a4cb17f9aa,Display,dynamic_rigid,0,1
objaverse_2c51399de3d3439383dcabef349d72b0,objaverse_v1,2c51399de3d3439383dcabef349d72b0,Chair,dynamic_rigid,0,1
objaverse_2c55138f228048f4b77b70c1d93ea9c9,objaverse_v1,2c55138f228048f4b77b70c1d93ea9c9,Chair,dynamic_rigid,0,1
objaverse_2c5969f0fa024e9d9629bf91df6c8baf,objaverse_v1,2c5969f0fa024e9d9629bf91df6c8baf,Vase,dynamic_rigid,0,1
objaverse_2c60fb7ca1e04933a61f578ee7a02c44,objaverse_v1,2c60fb7ca1e04933a61f578ee7a02c44,PitcherVesselForLiquid,dynamic_rigid,0,1
objaverse_2c70ddabd58343dd9f9d97db7821e8a1,objaverse_v1,2c70ddabd58343dd9f9d97db7821e8a1,Cart,dynamic_rigid,0,1
objaverse_2c759000b56347bdb5adf8ce83eeada1,objaverse_v1,2c759000b56347bdb5adf8ce83eeada1,Clock,dynamic_rigid,0,1
objaverse_2c78d406b2a5426d975f0351f9759712,objaverse_v1,2c78d406b2a5426d975f0351f9759712,Crate,dynamic_rigid,0,1
objaverse_2c8b8737e70544a1925e69620b2c0ce2,objaverse_v1,2c8b8737e70544a1925e69620b2c0ce2,Wagon,dynamic_rigid,0,1
objaverse_2c8c7cc2aa154388a5c321c284211236,objaverse_v1,2c8c7cc2aa154388a5c321c284211236,Umbrella,dynamic_rigid,0,1
objaverse_2c94bc1386cd468abc55afcb6cfa18be,objaverse_v1,2c94bc1386cd468abc55afcb6cfa18be,VendingMachine,dynamic_rigid,0,1
objaverse_2ccb6b62cb204f329eb35ac9c2621ea2,objaverse_v1,2ccb6b62cb204f329eb35ac9c2621ea2,Dresser,dynamic_rigid,0,1
objaverse_2cd1785b05cc4a70b8b7c5f6344a52f1,objaverse_v1,2cd1785b05cc4a70b8b7c5f6344a52f1,Bowl,dynamic_rigid,0,1
objaverse_2cd59181404c4aaa995a0ea55f89e212,objaverse_v1,2cd59181404c4aaa995a0ea55f89e212,Basket,dynamic_rigid,0,1
objaverse_2cda50e73f69438598eabf8259e27cb7,objaverse_v1,2cda50e73f69438598eabf8259e27cb7,Laptop,dynamic_rigid,0,1
objaverse_2ce2f768d43943a7a83db5c1c13dc735,objaverse_v1,2ce2f768d43943a7a83db5c1c13dc735,Signboard,dynamic_rigid,0,1
objaverse_2cf44ae766904616ba5ba85db6107176,objaverse_v1,2cf44ae766904616ba5ba85db6107176,Shield,dynamic_rigid,0,1
objaverse_2cf6d10d703f4315859916ffc0e7a923,objaverse_v1,2cf6d10d703f4315859916ffc0e7a923,Lantern,dynamic_rigid,0,1
objaverse_2cfd0923c01d461d9513f63464bcbaab,objaverse_v1,2cfd0923c01d461d9513f63464bcbaab,Shield,dynamic_rigid,0,1
objaverse_2d129adb316540849f03bb43d129a4ff,objaverse_v1,2d129adb316540849f03bb43d129a4ff,Ladle,dynamic_rigid,0,1
objaverse_2d1585f525fd4ec18415b550924acd1d,objaverse_v1,2d1585f525fd4ec18415b550924acd1d,FerrisWheel,dynamic_rigid,0,1
objaverse_2d1bf7963cc544cc9c12fdbdc6f03e24,objaverse_v1,2d1bf7963cc544cc9c12fdbdc6f03e24,TrashCan,dynamic_rigid,0,1
objaverse_2d1d01dc8c984652a362db48f3cda6bf,objaverse_v1,2d1d01dc8c984652a362db48f3cda6bf,Knife,dynamic_rigid,0,1
objaverse_2d2e56a096a443e18074674deb076350,objaverse_v1,2d2e56a096a443e18074674deb076350,Globe,dynamic_rigid,0,1
objaverse_2d32e17cd4b44564aad129416e26d641,objaverse_v1,2d32e17cd4b44564aad129416e26d641,LicensePlate,dynamic_rigid,0,1
objaverse_2d3315a0bb7141db91cb62d922151113,objaverse_v1,2d3315a0bb7141db91cb62d922151113,PennyCoin,dynamic_rigid,0,1
objaverse_2d363470ff624bde95e989aadc734245,objaverse_v1,2d363470ff624bde95e989aadc734245,WateringCan,dynamic_rigid,0,1
objaverse_2d38711e23d24369bd0f84faaec36a2b,objaverse_v1,2d38711e23d24369bd0f84faaec36a2b,Table,dynamic_rigid,0,1
objaverse_2d3e0f86b8524aa3a8be7f7df438f1f1,objaverse_v1,2d3e0f86b8524aa3a8be7f7df438f1f1,Teapot,dynamic_rigid,0,1
objaverse_2d40c8805443463283c1b1547e50e650,objaverse_v1,2d40c8805443463283c1b1547e50e650,Globe,dynamic_rigid,0,1
objaverse_2d4402b960bf499891ea061dde44822c,objaverse_v1,2d4402b960bf499891ea061dde44822c,Knife,dynamic_rigid,0,1
objaverse_2d44a1bf479248ffafe28285995acb80,objaverse_v1,2d44a1bf479248ffafe28285995acb80,Table,dynamic_rigid,0,1
objaverse_2d44fd75427e4d7a8c029137b0b0d6e7,objaverse_v1,2d44fd75427e4d7a8c029137b0b0d6e7,Clock,dynamic_rigid,0,1
objaverse_2d58313d0a964d04a7724040dad750ce,objaverse_v1,2d58313d0a964d04a7724040dad750ce,RouterComputerEquipment,dynamic_rigid,0,1
objaverse_2d5a9e8a5954436cae975569fed0368d,objaverse_v1,2d5a9e8a5954436cae975569fed0368d,Cart,dynamic_rigid,0,1
objaverse_2d606855300845f2ab4331e2853ff0e0,objaverse_v1,2d606855300845f2ab4331e2853ff0e0,PirateFlag,dynamic_rigid,0,1
objaverse_2d609d3adf9e49ac945b62b5ce98573e,objaverse_v1,2d609d3adf9e49ac945b62b5ce98573e,PanForCooking,dynamic_rigid,0,1
objaverse_2d62085f95e64665bf8eb1e623f1f0f3,objaverse_v1,2d62085f95e64665bf8eb1e623f1f0f3,Mug,dynamic_rigid,0,1
objaverse_2d67dadaf60c4d85a77a5e2acfa81656,objaverse_v1,2d67dadaf60c4d85a77a5e2acfa81656,Lamp,dynamic_rigid,0,1
objaverse_2d71280c4d234f978dd0c1943e43ae1a,objaverse_v1,2d71280c4d234f978dd0c1943e43ae1a,FerrisWheel,dynamic_rigid,0,1
objaverse_2d777903a4ce45b387a4bfb314bfc8c3,objaverse_v1,2d777903a4ce45b387a4bfb314bfc8c3,Remote,dynamic_rigid,0,1
objaverse_2d7d267a686b4ddc9432b10463cec1d3,objaverse_v1,2d7d267a686b4ddc9432b10463cec1d3,Teapot,dynamic_rigid,0,1
objaverse_2d8969d8aec14639b71df94596583ebc,objaverse_v1,2d8969d8aec14639b71df94596583ebc,Teapot,dynamic_rigid,0,1
objaverse_2d89f86c5af845abacec24b6203c873a,objaverse_v1,2d89f86c5af845abacec24b6203c873a,Notebook,dynamic_rigid,0,1
objaverse_2d953b63c4514617ac0fb10d3f601a41,objaverse_v1,2d953b63c4514617ac0fb10d3f601a41,Shield,dynamic_rigid,0,1
objaverse_2d95746c71724633baf24d8066ecf8db,objaverse_v1,2d95746c71724633baf24d8066ecf8db,Lamp,dynamic_rigid,0,1
objaverse_2da8f126c4fa4430869b4add6b6c002f,objaverse_v1,2da8f126c4fa4430869b4add6b6c002f,Flag,dynamic_rigid,0,1
objaverse_2dbb0935c44a47eeacd13fec59e088bb,objaverse_v1,2dbb0935c44a47eeacd13fec59e088bb,Chair,dynamic_rigid,0,1
objaverse_2dc08ab4103e43e3968ae45e59231c06,objaverse_v1,2dc08ab4103e43e3968ae45e59231c06,Toilet,dynamic_rigid,0,1
objaverse_2dc339164cc14ff5bd6f906387ca29ff,objaverse_v1,2dc339164cc14ff5bd6f906387ca29ff,Fan,dynamic_rigid,0,1
objaverse_2dc619299f1c412c806cd5c190728523,objaverse_v1,2dc619299f1c412c806cd5c190728523,Hourglass,dynamic_rigid,0,1
objaverse_2dd0cc6b57dd4042b5f28153022e5810,objaverse_v1,2dd0cc6b57dd4042b5f28153022e5810,StorageFurniture,dynamic_rigid,0,1
objaverse_2de8c4ec069b4687aca3031f39c1d3c5,objaverse_v1,2de8c4ec069b4687aca3031f39c1d3c5,Cart,dynamic_rigid,0,1
objaverse_2decb1aa5c4948609e539cb357b63f78,objaverse_v1,2decb1aa5c4948609e539cb357b63f78,Chair,dynamic_rigid,0,1
objaverse_2df262e6815f4c2eb7572607ae5e0321,objaverse_v1,2df262e6815f4c2eb7572607ae5e0321,Laptop,dynamic_rigid,0,1
objaverse_2df97bfe17f14cfe985053582cd67e81,objaverse_v1,2df97bfe17f14cfe985053582cd67e81,WaterCooler,dynamic_rigid,0,1
objaverse_2dffea891a8a4121af4ccd29ae9aed18,objaverse_v1,2dffea891a8a4121af4ccd29ae9aed18,PanMetalContainer,dynamic_rigid,0,1
objaverse_2e0a2bb4f1af488c81e79f9edb21c261,objaverse_v1,2e0a2bb4f1af488c81e79f9edb21c261,Keg,dynamic_rigid,0,1
objaverse_2e0afa27358f4223b658e8351002d19f,objaverse_v1,2e0afa27358f4223b658e8351002d19f,Refrigerator,dynamic_rigid,0,1
objaverse_2e0bc4dfa796479f8766a252ca11cffe,objaverse_v1,2e0bc4dfa796479f8766a252ca11cffe,Lamp,dynamic_rigid,0,1
objaverse_2e0e1816c5e54329acdccef032cd47cf,objaverse_v1,2e0e1816c5e54329acdccef032cd47cf,Radiator,dynamic_rigid,0,1
objaverse_2e1138b6296b4f518d8a128c51df04f6,objaverse_v1,2e1138b6296b4f518d8a128c51df04f6,Teapot,dynamic_rigid,0,1
objaverse_2e138fb06d494f80b64d8dd5d665988b,objaverse_v1,2e138fb06d494f80b64d8dd5d665988b,Fork,dynamic_rigid,0,1
objaverse_2e1532fa668f46b4939c537d1a51f352,objaverse_v1,2e1532fa668f46b4939c537d1a51f352,Barrel,dynamic_rigid,0,1
objaverse_2e1ed5d5c2194ac790cf9dc57f59acef,objaverse_v1,2e1ed5d5c2194ac790cf9dc57f59acef,Pen,dynamic_rigid,0,1
objaverse_2e1faaf0656649e8ae1d6555217a11b8,objaverse_v1,2e1faaf0656649e8ae1d6555217a11b8,DuctTape,dynamic_rigid,0,1
objaverse_2e24c83d4d354f90abf93148ce57914d,objaverse_v1,2e24c83d4d354f90abf93148ce57914d,StorageFurniture,dynamic_rigid,0,1
objaverse_2e29f654739445f0bdcacaffd61bdddc,objaverse_v1,2e29f654739445f0bdcacaffd61bdddc,Box,dynamic_rigid,0,1
objaverse_2e304962bdcd455280433a4a8eb971c1,objaverse_v1,2e304962bdcd455280433a4a8eb971c1,Notebook,dynamic_rigid,0,1
objaverse_2e32184ea51d4b50968beaf48aef0d2a,objaverse_v1,2e32184ea51d4b50968beaf48aef0d2a,Award,dynamic_rigid,0,1
objaverse_2e3ed055f29f433c9cee1466c77867be,objaverse_v1,2e3ed055f29f433c9cee1466c77867be,Amplifier,dynamic_rigid,0,1
objaverse_2e40742ec0c44cbb80f8d3ac27355cea,objaverse_v1,2e40742ec0c44cbb80f8d3ac27355cea,Pottery,dynamic_rigid,0,1
objaverse_2e4b78da86604058b90d8dd79067eedc,objaverse_v1,2e4b78da86604058b90d8dd79067eedc,Shovel,dynamic_rigid,0,1
objaverse_2e51bceeb4864a7f9a78731d257dabbb,objaverse_v1,2e51bceeb4864a7f9a78731d257dabbb,Shield,dynamic_rigid,0,1
objaverse_2e5e0055a9c64ff5868892ee7b07946a,objaverse_v1,2e5e0055a9c64ff5868892ee7b07946a,Figurine,dynamic_rigid,0,1
objaverse_2e5e3febe02d4cf4891ac045101f4ae1,objaverse_v1,2e5e3febe02d4cf4891ac045101f4ae1,Chair,dynamic_rigid,0,1
objaverse_2e5f007e3e1547598c75f0c399e9970a,objaverse_v1,2e5f007e3e1547598c75f0c399e9970a,Phone,dynamic_rigid,0,1
objaverse_2e6d6430686c4027ad4d86a8d711e3b1,objaverse_v1,2e6d6430686c4027ad4d86a8d711e3b1,Remote,dynamic_rigid,0,1
objaverse_2e6d9e77be114535b01d7ef028c2f49c,objaverse_v1,2e6d9e77be114535b01d7ef028c2f49c,Mug,dynamic_rigid,0,1
objaverse_2e6ea405b5344c809bd5c41561c94040,objaverse_v1,2e6ea405b5344c809bd5c41561c94040,Microphone,dynamic_rigid,0,1
objaverse_2e760aa7464b41949ce9099ac714a2b1,objaverse_v1,2e760aa7464b41949ce9099ac714a2b1,Ladder,dynamic_rigid,0,1
objaverse_2e778682f8584353bc78e95e91ce8530,objaverse_v1,2e778682f8584353bc78e95e91ce8530,StorageFurniture,dynamic_rigid,0,1
objaverse_2e8bca775044446b984aa085a97fe97c,objaverse_v1,2e8bca775044446b984aa085a97fe97c,Crate,dynamic_rigid,0,1
objaverse_2ea5626c87554af783a6a4bc1470be1d,objaverse_v1,2ea5626c87554af783a6a4bc1470be1d,Wheel,dynamic_rigid,0,1
objaverse_2eb11c35df444325a120d414af3ebf30,objaverse_v1,2eb11c35df444325a120d414af3ebf30,Clock,dynamic_rigid,0,1
objaverse_2ec01ec1eb874f6fb11ef732fb575267,objaverse_v1,2ec01ec1eb874f6fb11ef732fb575267,Chair,dynamic_rigid,0,1
objaverse_2ec1ab458bcd4ea59236bb58bc3707dd,objaverse_v1,2ec1ab458bcd4ea59236bb58bc3707dd,PocketWatch,dynamic_rigid,0,1
objaverse_2ec713b40d8e4f718f03bc301641b78b,objaverse_v1,2ec713b40d8e4f718f03bc301641b78b,Chair,dynamic_rigid,0,1
objaverse_2ed47a1e98604fa4adeb330e71158a4d,objaverse_v1,2ed47a1e98604fa4adeb330e71158a4d,Chair,dynamic_rigid,0,1
objaverse_2ed4eb60726e404f846cb4bb52b87a75,objaverse_v1,2ed4eb60726e404f846cb4bb52b87a75,Gemstone,dynamic_rigid,0,1
objaverse_2eda2e9440874b1cb5fc70a6fd282ee3,objaverse_v1,2eda2e9440874b1cb5fc70a6fd282ee3,Phone,dynamic_rigid,0,1
objaverse_2edeff57548c40978c3bf66b146ecc18,objaverse_v1,2edeff57548c40978c3bf66b146ecc18,Knob,dynamic_rigid,0,1
objaverse_2ee2bc87756d4bf0932d83ab860ddb8f,objaverse_v1,2ee2bc87756d4bf0932d83ab860ddb8f,PewChurchBench,dynamic_rigid,0,1
objaverse_2ee32fdb0e6743ed971f6bc143ca81de,objaverse_v1,2ee32fdb0e6743ed971f6bc143ca81de,PoolTable,dynamic_rigid,0,1
objaverse_2ee91354914346d69b12af1c37a9ccd6,objaverse_v1,2ee91354914346d69b12af1c37a9ccd6,FireExtinguisher,dynamic_rigid,0,1
objaverse_2ef355786fb64e5a909aabc4bfbe83c0,objaverse_v1,2ef355786fb64e5a909aabc4bfbe83c0,CreamPitcher,dynamic_rigid,0,1
objaverse_2ef361391cb4455b9dced66544b4b965,objaverse_v1,2ef361391cb4455b9dced66544b4b965,Keg,dynamic_rigid,0,1
objaverse_2ef9cf1a1c474826bba59217eab58b3b,objaverse_v1,2ef9cf1a1c474826bba59217eab58b3b,Latch,dynamic_rigid,0,1
objaverse_2f11377a2e6049049473f854007882d5,objaverse_v1,2f11377a2e6049049473f854007882d5,Crate,dynamic_rigid,0,1
objaverse_2f1b1cbd276a44828d2b2b059c9efa15,objaverse_v1,2f1b1cbd276a44828d2b2b059c9efa15,Clock,dynamic_rigid,0,1
objaverse_2f1ba13a0dcd4e8f96ff20a408f0e2d1,objaverse_v1,2f1ba13a0dcd4e8f96ff20a408f0e2d1,Chair,dynamic_rigid,0,1
objaverse_2f1d5156e76a42bf935dcae0aadf2839,objaverse_v1,2f1d5156e76a42bf935dcae0aadf2839,Barbell,dynamic_rigid,0,1
objaverse_2f23c00ebfdd44e79c19d60d643d6943,objaverse_v1,2f23c00ebfdd44e79c19d60d643d6943,Remote,dynamic_rigid,0,1
